category1,category2,industry_Type,industry_Name,purchaseIndex1688,supplyIndex,crawl_Time
童装,童皮草/皮毛一体,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童皮衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童皮衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童皮衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童皮衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童皮衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童皮衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童旗袍/唐装/民族服装,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童旗袍/唐装/民族服装,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童旗袍/唐装/民族服装,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童旗袍/唐装/民族服装,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童旗袍/唐装/民族服装,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童旗袍/唐装/民族服装,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:48
童装,童裙,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:49
童装,童裙,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:49
童装,童裙,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:49
童装,童裙,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:49
童装,童裙,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:49
童装,童裙,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:49
童装,童套装,潜力行业,童卫衣,"2,991","5,223",2019-10-06 15:37:53
童装,童套装,潜力行业,童卫衣,"2,991","5,223",2019-10-06 15:37:53
童装,童套装,潜力行业,童卫衣,"2,991","5,223",2019-10-06 15:37:53
童装,童套装,潜力行业,童卫衣,"2,991","5,223",2019-10-06 15:37:53
童装,童套装,潜力行业,童卫衣,"2,991","5,223",2019-10-06 15:37:53
童装,童套装,潜力行业,童卫衣,"2,991","5,223",2019-10-06 15:37:53
童装,童外套/夹克/大衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童外套/夹克/大衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童外套/夹克/大衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童外套/夹克/大衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童外套/夹克/大衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童外套/夹克/大衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童卫衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童卫衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童卫衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童卫衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童卫衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童卫衣,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童羽绒服/羽绒内胆,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童羽绒服/羽绒内胆,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童羽绒服/羽绒内胆,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童羽绒服/羽绒内胆,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童羽绒服/羽绒内胆,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童羽绒服/羽绒内胆,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:55
童装,童针织衫,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童针织衫,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童针织衫,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童针织衫,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童针织衫,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童针织衫,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童装加工定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童装加工定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童装加工定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童装加工定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童装加工定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童装加工定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:56
童装,童装杂款包,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,童装杂款包,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,童装杂款包,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,童装杂款包,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,童装杂款包,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,童装杂款包,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,校服/校服定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,校服/校服定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,校服/校服定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,校服/校服定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,校服/校服定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,校服/校服定制,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:57
童装,婴儿礼盒,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:58
童装,婴儿礼盒,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:58
童装,婴儿礼盒,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:58
童装,婴儿礼盒,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:58
童装,婴儿礼盒,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:58
童装,婴儿礼盒,潜力行业,连身衣、爬,"3,559","6,660",2019-10-06 15:37:58
